userid;age;gender;photoid;x;y;annotation;status;phrase length;validator_userid;validator_age;validator_gender
126;2;female;img14;0;0;Look at the building with a big white dome on top. It is ahead, perpendicular to the main road.;cantfind;95;131;2;male
126;2;female;img14;265;378;Look at the building with a big white dome on top. It is ahead, perpendicular to the main road.;correct;95;143;2;female
126;2;female;img14;275;385;Look at the building with a big white dome on top. It is ahead, perpendicular to the main road.;correct;95;142;1;female
127;2;female;img18;170;401;It's Poundsavers, just across the street! On the left side of that freakishly pink-red building;correct;95;128;2;female
127;2;female;img18;166;354;It's Poundsavers, just across the street! On the left side of that freakishly pink-red building;correct;95;143;2;female
127;2;female;img18;172;355;It's Poundsavers, just across the street! On the left side of that freakishly pink-red building;correct;95;144;2;male
127;2;female;img04;694;238;On the right side of the river. The house with the bunch of balconies. Greyish-whitish walls... just next to that yellow building.;correct;130;131;2;male
127;2;female;img04;0;0;On the right side of the river. The house with the bunch of balconies. Greyish-whitish walls... just next to that yellow building.;ambiguous;130;137;2;female
127;2;female;img04;690;261;On the right side of the river. The house with the bunch of balconies. Greyish-whitish walls... just next to that yellow building.;correct;130;147;2;female
127;2;female;img27;414;301;That small cabin-looking thing, it looks like a police box... just in front of the whole construction site. It's got a white roof, see?;correct;135;138;2;male
127;2;female;img27;422;315;That small cabin-looking thing, it looks like a police box... just in front of the whole construction site. It's got a white roof, see?;correct;135;136;2;female
127;2;female;img27;383;338;That small cabin-looking thing, it looks like a police box... just in front of the whole construction site. It's got a white roof, see?;correct;135;142;1;female
127;2;female;img07;441;222;The high building across the street - next to this 'Tartan weaving mill'. It's got this funny little white tower;correct;112;129;2;female
127;2;female;img07;447;155;The high building across the street - next to this 'Tartan weaving mill'. It's got this funny little white tower;correct;112;141;2;female
127;2;female;img07;461;197;The high building across the street - next to this 'Tartan weaving mill'. It's got this funny little white tower;correct;112;134;2;female
127;2;female;img17;469;446;The building on the right side of the street, with the Greek-like light-coloured columns. See, there's a car parking just about in front of it;incorrect;142;139;2;female
127;2;female;img17;570;354;The building on the right side of the street, with the Greek-like light-coloured columns. See, there's a car parking just about in front of it;correct;142;150;2;female
127;2;female;img17;579;352;The building on the right side of the street, with the Greek-like light-coloured columns. See, there's a car parking just about in front of it;correct;142;155;1;female
128;2;female;img31;262;324;It's a section of the building with blue door and two balconies.;correct;65;129;2;female
128;2;female;img21;228;287;The cinema is a high building, mainly made of glass.;correct;53;139;2;female
128;2;female;img21;245;367;The cinema is a high building, mainly made of glass.;correct;53;150;2;female
128;2;female;img21;250;429;The cinema is a high building, mainly made of glass.;correct;53;146;2;female
128;2;female;img21;223;233;The cinema is a high building, mainly made of glass.;correct;53;144;2;male
128;2;female;img20;653;271;It is a corner building with a very interesting and modern design. It is shades of grey.;correct;88;138;2;male
128;2;female;img20;636;350;It is a corner building with a very interesting and modern design. It is shades of grey.;correct;88;151;2;female
128;2;female;img20;639;331;It is a corner building with a very interesting and modern design. It is shades of grey.;correct;88;155;1;female
128;2;female;img06;154;265;It is the second building to the right from the towers.It is a block of flats with five floors. It is the left part of the building.;correct;132;140;2;female
128;2;female;img06;0;0;It is the second building to the right from the towers.It is a block of flats with five floors. It is the left part of the building.;ambiguous;132;161;2;female
128;2;female;img06;152;271;It is the second building to the right from the towers.It is a block of flats with five floors. It is the left part of the building.;correct;132;160;2;female
128;2;female;img31;231;328;It's a section of the building with blue door and two balconies.;correct;65;141;2;female
128;2;female;img31;109;310;It's a section of the building with blue door and two balconies.;correct;65;134;2;female
128;2;female;img09;0;0;On the ground floor there is a cafe and directly above there are three floors, perhaps flats. Look at four windows on each floor.;ambiguous;129;131;2;male
128;2;female;img09;0;0;On the ground floor there is a cafe and directly above there are three floors, perhaps flats. Look at four windows on each floor.;cantfind;129;131;2;male
128;2;female;img09;202;253;On the ground floor there is a cafe and directly above there are three floors, perhaps flats. Look at four windows on each floor.;correct;129;143;2;female
129;2;female;img01;76;322;A farther building with columns that is facing you.;correct;52;138;2;male
129;2;female;img01;0;0;A farther building with columns that is facing you.;ambiguous;52;142;1;female
129;2;female;img01;322;374;A farther building with columns that is facing you.;incorrect;52;155;1;female
129;2;female;img10;350;329;The Elephant House Cafe where J.K Rowling wrote the first Harry Potter. It's red.;correct;82;131;2;male
129;2;female;img10;0;0;The Elephant House Cafe where J.K Rowling wrote the first Harry Potter. It's red.;ambiguous;82;137;2;female
129;2;female;img10;345;336;The Elephant House Cafe where J.K Rowling wrote the first Harry Potter. It's red.;correct;82;141;2;female
129;2;female;img23;339;192;It's Deacon Brodie's Tavern. A large building with large arch-shaped windows and endtrance on the ground floor.;correct;112;134;2;female
129;2;female;img23;409;370;It's Deacon Brodie's Tavern. A large building with large arch-shaped windows and endtrance on the ground floor.;correct;112;145;3;female
129;2;female;img23;397;154;It's Deacon Brodie's Tavern. A large building with large arch-shaped windows and endtrance on the ground floor.;correct;112;164;1;male
129;2;female;img03;316;254;It's a two-storey apartment with a britht blue door entrance on the first floor.;correct;81;136;2;female
129;2;female;img03;332;286;It's a two-storey apartment with a britht blue door entrance on the first floor.;correct;81;147;2;female
129;2;female;img03;332;239;It's a two-storey apartment with a britht blue door entrance on the first floor.;correct;81;158;3;male
129;2;female;img02;753;232;The corner of the light brown building with windows facing you.;correct;63;143;2;female
129;2;female;img02;745;240;The corner of the light brown building with windows facing you.;correct;63;150;2;female
129;2;female;img02;748;262;The corner of the light brown building with windows facing you.;correct;63;156;2;female
130;4;male;img22;470;403;A three storey new town terrace, with a white door - elegant and georgian.;correct;74;139;2;female
130;4;male;img22;478;403;A three storey new town terrace, with a white door - elegant and georgian.;correct;74;131;2;male
130;4;male;img22;420;326;A three storey new town terrace, with a white door - elegant and georgian.;correct;74;141;2;female
131;2;male;img08;342;368;It's the building that is the closest to the camera. It has a green door and a street sign 'Moray Place'. House number is 18,the building has 3 floors;correct;150;147;2;female
131;2;male;img08;341;331;It's the building that is the closest to the camera. It has a green door and a street sign 'Moray Place'. House number is 18,the building has 3 floors;correct;150;150;2;female
131;2;male;img08;343;340;It's the building that is the closest to the camera. It has a green door and a street sign 'Moray Place'. House number is 18,the building has 3 floors;correct;150;144;2;male
131;2;male;img25;536;358;It is the building with the bright red door and is probably a small church. There are two people walking right in front of it;correct;125;134;2;female
131;2;male;img25;505;355;It is the building with the bright red door and is probably a small church. There are two people walking right in front of it;correct;125;142;1;female
131;2;male;img25;500;355;It is the building with the bright red door and is probably a small church. There are two people walking right in front of it;correct;125;146;2;female
131;2;male;img18;0;0;It is the building that has different flags on the second floor, and is taller than all the rest in this photo. It has a 'poundsavers' sign;ambiguous;139;137;2;female
131;2;male;img18;160;343;It is the building that has different flags on the second floor, and is taller than all the rest in this photo. It has a 'poundsavers' sign;correct;139;155;1;female
131;2;male;img18;182;269;It is the building that has different flags on the second floor, and is taller than all the rest in this photo. It has a 'poundsavers' sign;correct;139;145;3;female
131;2;male;img13;289;328;It is the ground floor of 'Cafe Florentine'. The signs are brown and the bottom part of the window has while stripes.;correct;118;136;2;female
131;2;male;img13;290;381;It is the ground floor of 'Cafe Florentine'. The signs are brown and the bottom part of the window has while stripes.;correct;118;138;2;male
131;2;male;img13;289;370;It is the ground floor of 'Cafe Florentine'. The signs are brown and the bottom part of the window has while stripes.;correct;118;151;2;female
131;2;male;img27;408;310;It is the black cabin that has white blinds and a white roof which looks like it's made of wood;correct;95;141;2;female
131;2;male;img27;417;256;It is the black cabin that has white blinds and a white roof which looks like it's made of wood;correct;95;139;2;female
131;2;male;img27;410;311;It is the black cabin that has white blinds and a white roof which looks like it's made of wood;correct;95;143;2;female
132;2;male;img29;0;0;See the yellow shop next to the red one?;ambiguous;40;137;2;female
132;2;male;img29;237;308;See the yellow shop next to the red one?;correct;40;136;2;female
132;2;male;img29;233;305;See the yellow shop next to the red one?;correct;40;139;2;female
134;2;female;img10;344;322;Lower level red fronted cafe called the elephant house.;correct;55;138;2;male
134;2;female;img10;328;316;Lower level red fronted cafe called the elephant house.;correct;55;147;2;female
134;2;female;img10;337;304;Lower level red fronted cafe called the elephant house.;correct;55;150;2;female
134;2;female;img06;159;261;Across the parkland to the left of the church spire there are tenement blocks. Look at the block with the most right dorma windows.;correct;131;143;2;female
134;2;female;img06;201;257;Across the parkland to the left of the church spire there are tenement blocks. Look at the block with the most right dorma windows.;incorrect;131;151;2;female
134;2;female;img06;214;242;Across the parkland to the left of the church spire there are tenement blocks. Look at the block with the most right dorma windows.;incorrect;131;145;3;female
134;2;female;img22;398;254;Middle set of three windows (criss-cross glass) and white front door;correct;68;144;2;male
134;2;female;img22;448;258;Middle set of three windows (criss-cross glass) and white front door;correct;68;142;1;female
134;2;female;img22;383;258;Middle set of three windows (criss-cross glass) and white front door;correct;68;140;2;female
134;2;female;img16;456;248;The restaurant called suruchi with the red front.;correct;49;139;2;female
134;2;female;img16;457;258;The restaurant called suruchi with the red front.;correct;49;136;2;female
134;2;female;img16;465;268;The restaurant called suruchi with the red front.;correct;49;141;2;female
134;2;female;img11;358;388;The oblong statue to the right of the square on the opposite side of the road;incorrect;77;155;1;female
134;2;female;img11;345;329;The oblong statue to the right of the square on the opposite side of the road;incorrect;77;156;2;female
134;2;female;img11;693;387;The oblong statue to the right of the square on the opposite side of the road;correct;77;152;2;male
135;2;male;img28;722;219;See the woodland adjacent to the Scottish National Gallery? Just above it there is a black-coloured stone structure that rises high with pointed tip;incorrect;148;139;2;female
135;2;male;img28;545;202;See the woodland adjacent to the Scottish National Gallery? Just above it there is a black-coloured stone structure that rises high with pointed tip;correct;148;147;2;female
135;2;male;img28;543;239;See the woodland adjacent to the Scottish National Gallery? Just above it there is a black-coloured stone structure that rises high with pointed tip;correct;148;151;2;female
135;2;male;img08;0;0;The building behind the red postbox with dark green door, two columns of windows on right are bricked up as are the column on the left;cantfind;134;137;2;female
135;2;male;img08;346;311;The building behind the red postbox with dark green door, two columns of windows on right are bricked up as are the column on the left;correct;134;136;2;female
135;2;male;img08;443;253;The building behind the red postbox with dark green door, two columns of windows on right are bricked up as are the column on the left;correct;134;141;2;female
135;2;male;img24;345;417;The tall narrow part of the building with dark wood door entrance, and stretching no more than 80 cm either side of the door. Between cafe and Elgin;correct;148;134;2;female
135;2;male;img24;358;328;The tall narrow part of the building with dark wood door entrance, and stretching no more than 80 cm either side of the door. Between cafe and Elgin;correct;148;142;1;female
135;2;male;img24;352;416;The tall narrow part of the building with dark wood door entrance, and stretching no more than 80 cm either side of the door. Between cafe and Elgin;correct;148;150;2;female
135;2;male;img30;350;337;The weathered-copper-coloured statue right in-front of the large hollow-dome-capped church where the PDA couple are walking.;correct;124;140;2;female
135;2;male;img30;0;0;The weathered-copper-coloured statue right in-front of the large hollow-dome-capped church where the PDA couple are walking.;ambiguous;124;161;2;female
135;2;male;img30;350;330;The weathered-copper-coloured statue right in-front of the large hollow-dome-capped church where the PDA couple are walking.;correct;124;146;2;female
135;2;male;img18;184;386;The POUNDSAVERS building with the flags in the first floor windows. Woman with pink-capped-child in front of the building. Beside City restaurant;correct;145;156;2;female
135;2;male;img18;176;345;The POUNDSAVERS building with the flags in the first floor windows. Woman with pink-capped-child in front of the building. Beside City restaurant;correct;145;158;3;male
135;2;male;img18;185;351;The POUNDSAVERS building with the flags in the first floor windows. Woman with pink-capped-child in front of the building. Beside City restaurant;correct;145;160;2;female
136;2;female;img32;388;396;The large building with balcony, triangular roof and people outside sitting under umbrellas;correct;92;134;2;female
136;2;female;img32;383;441;The large building with balcony, triangular roof and people outside sitting under umbrellas;correct;92;151;2;female
136;2;female;img32;554;268;The large building with balcony, triangular roof and people outside sitting under umbrellas;correct;92;155;1;female
136;2;female;img05;0;0;The large historic looking building with columns and stone statues on the roof;cantfind;78;144;2;male
136;2;female;img05;522;230;The large historic looking building with columns and stone statues on the roof;correct;78;158;3;male
136;2;female;img05;564;209;The large historic looking building with columns and stone statues on the roof;correct;78;164;1;male
136;2;female;img12;487;265;The red fronted building and the two long windows above it;correct;58;141;2;female
136;2;female;img12;478;187;The red fronted building and the two long windows above it;correct;58;143;2;female
136;2;female;img12;462;286;The red fronted building and the two long windows above it;correct;58;147;2;female
136;2;female;img23;0;0;The building with the two arched windows and arched window over the door;ambiguous;72;139;2;female
136;2;female;img23;408;365;The building with the two arched windows and arched window over the door;correct;72;146;2;female
136;2;female;img23;396;360;The building with the two arched windows and arched window over the door;correct;72;162;2;male
136;2;female;img31;0;0;The building with the royal blue door, with the draped white curtains in the window above the door. A small window to the left of the blue door;ambiguous;143;137;2;female
136;2;female;img31;164;399;The building with the royal blue door, with the draped white curtains in the window above the door. A small window to the left of the blue door;correct;143;138;2;male
136;2;female;img31;207;374;The building with the royal blue door, with the draped white curtains in the window above the door. A small window to the left of the blue door;correct;143;150;2;female
137;2;female;img05;0;0;Left, Art gallery with pillars, across the road;ambiguous;47;156;2;female
137;2;female;img05;0;0;Left, Art gallery with pillars, across the road;ambiguous;47;156;2;female
137;2;female;img05;0;0;Left, Art gallery with pillars, across the road;ambiguous;47;156;2;female
137;2;female;img30;347;322;Copper statue in the centre of the square, in front of St Giles Cathedral;correct;74;138;2;male
137;2;female;img30;350;313;Copper statue in the centre of the square, in front of St Giles Cathedral;correct;74;141;2;female
137;2;female;img30;348;375;Copper statue in the centre of the square, in front of St Giles Cathedral;correct;74;134;2;female
137;2;female;img15;369;267;New College, top of the mound, see red banners- just behind the grass;correct;69;143;2;female
137;2;female;img15;368;227;New College, top of the mound, see red banners- just behind the grass;correct;69;150;2;female
137;2;female;img15;370;216;New College, top of the mound, see red banners- just behind the grass;correct;69;144;2;male
137;2;female;img23;407;346;Pub with big windows, on the royal mile;correct;40;142;1;female
137;2;female;img23;400;389;Pub with big windows, on the royal mile;correct;40;151;2;female
137;2;female;img23;399;386;Pub with big windows, on the royal mile;correct;40;152;2;male
137;2;female;img06;72;241;Block of flats just to the left of New College. See traffic lights and look up slightly to the left;incorrect;100;136;2;female
137;2;female;img06;53;228;Block of flats just to the left of New College. See traffic lights and look up slightly to the left;incorrect;100;139;2;female
137;2;female;img06;18;243;Block of flats just to the left of New College. See traffic lights and look up slightly to the left;incorrect;100;147;2;female
138;2;male;img19;0;0;The gable end of a church, partly hidden by a tree, behind a no entry sign, with a large stain glass window;ambiguous;107;137;2;female
138;2;male;img19;358;366;The gable end of a church, partly hidden by a tree, behind a no entry sign, with a large stain glass window;correct;107;139;2;female
138;2;male;img19;337;375;The gable end of a church, partly hidden by a tree, behind a no entry sign, with a large stain glass window;correct;107;142;1;female
138;2;male;img21;254;334;The enormous glass fronted building called the 'festival theatre'.;correct;66;136;2;female
138;2;male;img21;211;302;The enormous glass fronted building called the 'festival theatre'.;correct;66;134;2;female
138;2;male;img21;243;397;The enormous glass fronted building called the 'festival theatre'.;correct;66;143;2;female
138;2;male;img21;252;384;The enormous glass fronted building called the 'festival theatre'.;correct;66;141;2;female
138;2;male;img17;584;344;the facade of the building on the right with three large stone pillars;correct;70;144;2;male
138;2;male;img17;571;366;the facade of the building on the right with three large stone pillars;correct;70;135;2;male
138;2;male;img17;558;360;the facade of the building on the right with three large stone pillars;correct;70;156;2;female
138;2;male;img22;358;386;the area between the two blue doors, bounded on the left by a cable hanging down the wall and on the right by a drainpipe;correct;121;147;2;female
138;2;male;img22;402;335;the area between the two blue doors, bounded on the left by a cable hanging down the wall and on the right by a drainpipe;correct;121;151;2;female
138;2;male;img22;390;335;the area between the two blue doors, bounded on the left by a cable hanging down the wall and on the right by a drainpipe;correct;121;150;2;female
138;2;male;img08;438;278;the entire of the large building directly in front of you. There is a postbox in the middle in front of it.;correct;107;155;1;female
138;2;male;img08;340;388;the entire of the large building directly in front of you. There is a postbox in the middle in front of it.;correct;107;145;3;female
138;2;male;img08;459;286;the entire of the large building directly in front of you. There is a postbox in the middle in front of it.;correct;107;152;2;male
139;2;female;img02;0;0;tenement block in Stockbridge;cantfind;31;137;2;female
139;2;female;img04;0;0;apartments overlooking the water of leith;ambiguous;41;136;2;female
139;2;female;img04;0;0;apartments overlooking the water of leith;ambiguous;41;136;2;female
139;2;female;img04;0;0;apartments overlooking the water of leith;ambiguous;41;136;2;female
139;2;female;img04;0;0;apartments overlooking the water of leith;ambiguous;41;136;2;female
139;2;female;img03;331;250;bright blue door to an apartment;correct;33;140;2;female
139;2;female;img03;331;257;bright blue door to an apartment;correct;33;152;2;male
139;2;female;img03;323;261;bright blue door to an apartment;correct;33;160;2;female
139;2;female;img01;167;318;National art gallery of scotland;incorrect;32;147;2;female
139;2;female;img01;341;369;National art gallery of scotland;incorrect;32;143;2;female
139;2;female;img01;337;358;National art gallery of scotland;incorrect;32;156;2;female
139;2;female;img02;0;0;tenement block in Stockbridge;ambiguous;31;137;2;female
139;2;female;img02;579;302;tenement block in Stockbridge;incorrect;31;145;3;female
139;2;female;img09;150;423;Restaurant below a block of Georgian flats;correct;44;141;2;female
139;2;female;img09;31;426;Restaurant below a block of Georgian flats;correct;44;151;2;female
139;2;female;img09;0;0;Restaurant below a block of Georgian flats;cantfind;44;144;2;male
140;2;female;img08;341;381;18 Moray Place. Typical Edinburgh New Town Georgian four-storey building. Sash windows, some blocked. Steps up from pavement to dark blue front door.;correct;150;134;2;female
140;2;female;img08;359;258;18 Moray Place. Typical Edinburgh New Town Georgian four-storey building. Sash windows, some blocked. Steps up from pavement to dark blue front door.;correct;150;139;2;female
140;2;female;img08;345;396;18 Moray Place. Typical Edinburgh New Town Georgian four-storey building. Sash windows, some blocked. Steps up from pavement to dark blue front door.;correct;150;151;2;female
140;2;female;img08;343;374;18 Moray Place. Typical Edinburgh New Town Georgian four-storey building. Sash windows, some blocked. Steps up from pavement to dark blue front door.;correct;150;142;1;female
140;2;female;img13;280;374;Cafe Florentine. Between Frankenstein's (big old church) and Bridge Express newsagents (not the Christian bookshop). Big windows/brown shop front.;correct;147;144;2;male
140;2;female;img13;281;360;Cafe Florentine. Between Frankenstein's (big old church) and Bridge Express newsagents (not the Christian bookshop). Big windows/brown shop front.;correct;147;146;2;female
140;2;female;img13;294;330;Cafe Florentine. Between Frankenstein's (big old church) and Bridge Express newsagents (not the Christian bookshop). Big windows/brown shop front.;correct;147;150;2;female
140;2;female;img27;421;334;Temporary building site office. Brown with grey roof. In front of a building with scaffolding and beside a newsagents. Cones and railings around.;correct;145;162;2;male
140;2;female;img27;439;308;Temporary building site office. Brown with grey roof. In front of a building with scaffolding and beside a newsagents. Cones and railings around.;correct;145;164;1;male
140;2;female;img27;0;0;Temporary building site office. Brown with grey roof. In front of a building with scaffolding and beside a newsagents. Cones and railings around.;ambiguous;145;165;2;male
140;2;female;img28;541;255;The Scott Monument. Tall gothic blackened sandstone monument surrounded by Princes Street Gardens. Opposite tall shop buildings on Princes Street.;correct;146;156;2;female
140;2;female;img28;541;265;The Scott Monument. Tall gothic blackened sandstone monument surrounded by Princes Street Gardens. Opposite tall shop buildings on Princes Street.;correct;146;152;2;male
140;2;female;img28;0;0;The Scott Monument. Tall gothic blackened sandstone monument surrounded by Princes Street Gardens. Opposite tall shop buildings on Princes Street.;ambiguous;146;161;2;female
140;2;female;img05;534;253;The National Gallery. A grand sandstone  building fronted by columns and with statues on the roof. Opposite Fraser Hart jewelers.;correct;129;160;2;female
140;2;female;img05;530;216;The National Gallery. A grand sandstone  building fronted by columns and with statues on the roof. Opposite Fraser Hart jewelers.;correct;129;163;2;female
140;2;female;img05;486;245;The National Gallery. A grand sandstone  building fronted by columns and with statues on the roof. Opposite Fraser Hart jewelers.;correct;129;159;2;male
141;2;female;img20;641;217;The triangular 6 story building on the corner with arched windows on the ground floor.;correct;87;136;2;female
141;2;female;img20;469;342;The triangular 6 story building on the corner with arched windows on the ground floor.;correct;87;143;2;female
141;2;female;img20;600;314;The triangular 6 story building on the corner with arched windows on the ground floor.;correct;87;147;2;female
141;2;female;img17;0;0;The light coloured stone building with the three columns.;ambiguous;58;137;2;female
141;2;female;img17;565;369;The light coloured stone building with the three columns.;correct;58;151;2;female
141;2;female;img17;574;312;The light coloured stone building with the three columns.;correct;58;146;2;female
141;2;female;img11;693;388;The pedestal of stone about 10 ft tall that's on the sidewalk on the same side of the street as the cathedral.;correct;110;138;2;male
141;2;female;img11;695;386;The pedestal of stone about 10 ft tall that's on the sidewalk on the same side of the street as the cathedral.;correct;110;145;3;female
141;2;female;img11;348;356;The pedestal of stone about 10 ft tall that's on the sidewalk on the same side of the street as the cathedral.;incorrect;110;140;2;female
141;2;female;img26;0;0;The building with the two white garage doors at the bend in the street.;ambiguous;72;134;2;female
141;2;female;img26;0;0;The building with the two white garage doors at the bend in the street.;ambiguous;72;134;2;female
141;2;female;img26;332;277;The building with the two white garage doors at the bend in the street.;correct;72;150;2;female
141;2;female;img24;356;36;The part of the stone building above the brown door consisting of 4 full windows and one small window with a triangle of stone at the roof line.;correct;145;152;2;male
141;2;female;img24;357;309;The part of the stone building above the brown door consisting of 4 full windows and one small window with a triangle of stone at the roof line.;correct;145;160;2;female
141;2;female;img24;0;0;The part of the stone building above the brown door consisting of 4 full windows and one small window with a triangle of stone at the roof line.;ambiguous;145;161;2;female
142;1;female;img06;142;261;look beyond the trees at the old, uniformly coloured lighter brown building which looks like a block of flats. The target is the far left windows;correct;145;138;2;male
142;1;female;img06;150;265;look beyond the trees at the old, uniformly coloured lighter brown building which looks like a block of flats. The target is the far left windows;correct;145;141;2;female
142;1;female;img06;141;258;look beyond the trees at the old, uniformly coloured lighter brown building which looks like a block of flats. The target is the far left windows;correct;145;152;2;male
142;1;female;img07;433;175;the building which increases in height directly after the long tartan weaving building exhibition, on the other side from the gothic looking building;correct;149;139;2;female
142;1;female;img07;439;92;the building which increases in height directly after the long tartan weaving building exhibition, on the other side from the gothic looking building;correct;149;156;2;female
142;1;female;img07;464;222;the building which increases in height directly after the long tartan weaving building exhibition, on the other side from the gothic looking building;correct;149;158;3;male
142;1;female;img32;0;0;The cream and red large stately looking building with people sitting around tables directly outside;ambiguous;99;147;2;female
142;1;female;img32;366;368;The cream and red large stately looking building with people sitting around tables directly outside;correct;99;143;2;female
142;1;female;img32;393;349;The cream and red large stately looking building with people sitting around tables directly outside;correct;99;144;2;male
142;1;female;img04;702;223;The houses on the bank of the river with white-wash walls and blue criss-cross wooden balconies;correct;95;151;2;female
142;1;female;img04;697;220;The houses on the bank of the river with white-wash walls and blue criss-cross wooden balconies;correct;95;140;2;female
142;1;female;img04;718;276;The houses on the bank of the river with white-wash walls and blue criss-cross wooden balconies;correct;95;135;2;male
142;1;female;img13;292;391;The shop with chairs and blackboards outside its large glass front window, with a brown shop front inbetween a pub and a souvenier shop.;correct;137;134;2;female
142;1;female;img13;282;362;The shop with chairs and blackboards outside its large glass front window, with a brown shop front inbetween a pub and a souvenier shop.;correct;137;155;1;female
142;1;female;img13;314;421;The shop with chairs and blackboards outside its large glass front window, with a brown shop front inbetween a pub and a souvenier shop.;correct;137;145;3;female
143;2;female;img17;560;381;The buildings on the right with the columns.;correct;44;147;2;female
143;2;female;img17;563;360;The buildings on the right with the columns.;correct;44;134;2;female
143;2;female;img24;0;0;A reddish-brown door next to a close (Deacon's House Cafe). A blueish sign next to the door.;ambiguous;92;137;2;female
143;2;female;img24;354;448;A reddish-brown door next to a close (Deacon's House Cafe). A blueish sign next to the door.;correct;92;155;1;female
143;2;female;img24;353;445;A reddish-brown door next to a close (Deacon's House Cafe). A blueish sign next to the door.;correct;92;156;2;female
143;2;female;img07;440;84;Look for the castle looking stone building, with the white wall and with a dome.;correct;80;136;2;female
143;2;female;img07;447;202;Look for the castle looking stone building, with the white wall and with a dome.;correct;80;140;2;female
143;2;female;img07;453;187;Look for the castle looking stone building, with the white wall and with a dome.;correct;80;152;2;male
143;2;female;img16;448;338;Small shopfront with red bricks. Called Suruchi (white and red store sign), nestled between Subway and Thai Basil.;correct;114;151;2;female
143;2;female;img16;0;0;Small shopfront with red bricks. Called Suruchi (white and red store sign), nestled between Subway and Thai Basil.;cantfind;114;144;2;male
143;2;female;img16;459;219;Small shopfront with red bricks. Called Suruchi (white and red store sign), nestled between Subway and Thai Basil.;correct;114;135;2;male
143;2;female;img19;405;384;The small building next to the tall clock tower. At the corner of the street.;correct;77;150;2;female
143;2;female;img19;391;383;The small building next to the tall clock tower. At the corner of the street.;correct;77;146;2;female
143;2;female;img19;362;390;The small building next to the tall clock tower. At the corner of the street.;correct;77;145;3;female
143;2;female;img17;578;360;The buildings on the right with the columns.;correct;44;142;1;female
144;2;male;img26;336;289;From the left of the photo, the first building with two white coloured garage doors.;correct;85;138;2;male
144;2;male;img26;325;282;From the left of the photo, the first building with two white coloured garage doors.;correct;85;139;2;female
144;2;male;img26;330;281;From the left of the photo, the first building with two white coloured garage doors.;correct;85;147;2;female
144;2;male;img02;698;128;The building on the right hand corner with a tower roof above the bay window and chimney stacks at the top of each outward facing wall.;correct;135;142;1;female
144;2;male;img02;739;192;The building on the right hand corner with a tower roof above the bay window and chimney stacks at the top of each outward facing wall.;correct;135;155;1;female
144;2;male;img02;751;196;The building on the right hand corner with a tower roof above the bay window and chimney stacks at the top of each outward facing wall.;correct;135;140;2;female
144;2;male;img01;75;316;The building which sits half way up the photo on the far left. It is possible to see 6 columns, and sits behind the closer building;correct;131;141;2;female
144;2;male;img01;132;330;The building which sits half way up the photo on the far left. It is possible to see 6 columns, and sits behind the closer building;incorrect;131;146;2;female
144;2;male;img01;151;340;The building which sits half way up the photo on the far left. It is possible to see 6 columns, and sits behind the closer building;incorrect;131;145;3;female
144;2;male;img06;160;246;Looking slightly to the left beneath the steeple, the building which has two white gable windows exactly next to each other.;correct;124;150;2;female
144;2;male;img06;152;252;Looking slightly to the left beneath the steeple, the building which has two white gable windows exactly next to each other.;correct;124;158;3;male
144;2;male;img06;154;240;Looking slightly to the left beneath the steeple, the building which has two white gable windows exactly next to each other.;correct;124;163;2;female
144;2;male;img23;400;336;The whole of the Decon Brodie's Tavern building that you see in the picture;correct;75;156;2;female
144;2;male;img23;387;168;The whole of the Decon Brodie's Tavern building that you see in the picture;correct;75;135;2;male
144;2;male;img23;0;0;The whole of the Decon Brodie's Tavern building that you see in the picture;ambiguous;75;161;2;female
145;3;female;img24;329;323;Bus top is on top of steps in front of the wall crest beside Deacon's House Caf+Γª╞+Θ-¼ which is just above the cashmere shop in front of brown door.;correct;149;139;2;female
145;3;female;img24;323;399;Bus top is on top of steps in front of the wall crest beside Deacon's House Caf+Γª╞+Θ-¼ which is just above the cashmere shop in front of brown door.;correct;149;147;2;female
145;3;female;img24;325;387;Bus top is on top of steps in front of the wall crest beside Deacon's House Caf+Γª╞+Θ-¼ which is just above the cashmere shop in front of brown door.;correct;149;144;2;male
145;3;female;img03;315;270;The blue door is above eye level, first floor of Ramsey Garden, mid-terrace.;correct;77;141;2;female
145;3;female;img03;326;259;The blue door is above eye level, first floor of Ramsey Garden, mid-terrace.;correct;77;134;2;female
145;3;female;img03;331;259;The blue door is above eye level, first floor of Ramsey Garden, mid-terrace.;correct;77;142;1;female
145;3;female;img03;328;260;The blue door is above eye level, first floor of Ramsey Garden, mid-terrace.;correct;77;151;2;female
145;3;female;img12;135;394;The sandwich board is located in front Patisserie Valerie, left of their front door. The building is between the elephant house and an historical buil;incorrect;150;146;2;female
145;3;female;img12;129;389;The sandwich board is located in front Patisserie Valerie, left of their front door. The building is between the elephant house and an historical buil;incorrect;150;135;2;male
145;3;female;img12;126;403;The sandwich board is located in front Patisserie Valerie, left of their front door. The building is between the elephant house and an historical buil;incorrect;150;152;2;male
145;3;female;img05;604;204;The gallery is flanked by ten columns with a statue on top. it is behind a metal barrier at the opposite side of the street the FRaser Hart on corner.;correct;150;150;2;female
145;3;female;img05;573;244;The gallery is flanked by ten columns with a statue on top. it is behind a metal barrier at the opposite side of the street the FRaser Hart on corner.;correct;150;155;1;female
